Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR49,OUT045,757.7086087005408
FDB03,OUT010,572.0172070645301
FDN39,OUT045,2637.576181040576
FDX02,OUT027,5842.266578929624
FDQ16,OUT027,2885.7503470943234
FDU35,OUT018,1551.89905219684
NCT29,OUT013,2011.61415332122
FDZ27,OUT046,793.0885630114125
FDN57,OUT017,2031.219535120167
FDA03,OUT018,2434.2494299750874
FDZ36,OUT045,3127.56482242902
NCU05,OUT013,1405.030353794018
FDT39,OUT018,2389.674934233979
FDK60,OUT017,1542.2922334496768
FDZ25,OUT017,2772.6782543175614
FDG12,OUT046,2074.899736875016
DRB01,OUT019,506.3254464804147
NCC43,OUT027,5840.445008966415
FDX13,OUT019,568.0952686643486
FDM22,OUT049,867.7565432499728
FDJ03,OUT027,1083.2485510538215
FDU14,OUT018,3800.753255371638
FDB33,OUT010,383.8302894085396
FDP27,OUT046,3117.300148701478
FDO38,OUT010,155.40012715856116
FDE28,OUT027,5840.445008966415
FDO27,OUT035,1524.262066446254
DRL23,OUT027,2885.7503470943234
FDS28,OUT046,972.4814968163228
FDX24,OUT013,1465.1133617603157
FDZ02,OUT035,1541.3108222657922
FDL46,OUT045,1922.2726701353035
FDS60,OUT027,4807.640689434236
NCO06,OUT017,592.8068458119847
FDO16,OUT035,1353.5033438261974
FDC60,OUT049,1363.8093633646429
FDA48,OUT018,3438.5047120494733
FDZ36,OUT027,5178.379489821452
FDK27,OUT045,2035.1678593906563
FDW23,OUT018,605.6282919865226
FDM14,OUT018,1690.2148125185386
FDM14,OUT013,1647.5110203668044
FDW60,OUT018,2831.2532274418027
FDE21,OUT013,1970.8715883689997
NCM42,OUT035,1657.4388609171383
FDY59,OUT010,229.42420650493426
DRI49,OUT049,1311.6271774026648
FDT28,OUT019,366.0094888604537
FDQ22,OUT018,606.7895480549131
FDR60,OUT049,1276.7861430266355
FDC50,OUT019,236.71070632327817
FDV24,OUT013,2411.5048235876093
DRF48,OUT010,496.357135646482
FDQ47,OUT046,631.7804981522472
DRN36,OUT049,1537.3338016916905
NCY06,OUT035,2015.4590463514876
FDE52,OUT035,1380.9942201052015
NCB54,OUT045,2011.960458206968
NCF31,OUT035,2493.12224625937
FDJ08,OUT027,5208.873149991557
NCC07,OUT017,1647.7735522113117
NCD19,OUT027,1263.8301587446178
FDL46,OUT049,1987.9451808225454
FDM20,OUT045,4034.7671216104645
NCI06,OUT010,449.81996933883113
DRM11,OUT035,4210.749843861154
NCH07,OUT018,2508.049050004005
FDS23,OUT013,2031.6918407239898
FDO49,OUT018,755.5500326405199
FDS35,OUT049,1061.0497090535157
DRK39,OUT045,1335.5628536158029
DRI39,OUT049,898.3586646869807
FDV04,OUT017,2529.978083430746
NCN14,OUT035,3051.9003366017614
FDH08,OUT013,3744.414095641673
FDS20,OUT046,3146.5710386013857
FDV40,OUT049,1137.25595237641
FDZ48,OUT010,258.48839467816657
FDS24,OUT027,2562.5892006114836
FDK44,OUT049,2846.3074989551787
FDS48,OUT045,2524.109210718745
FDK26,OUT010,498.29812111723163
FDD23,OUT045,3107.3794060952378
NCH54,OUT017,2605.3967264532575
NCP14,OUT010,240.40723427721215
FDM60,OUT010,131.48026469528463
FDV24,OUT017,2448.8919700164934
FDH08,OUT018,3537.7766767771095
FDS12,OUT027,2996.950445320794
FDR39,OUT027,4863.1555201393185
FDP12,OUT027,995.9756927032495
DRF60,OUT027,5842.266578929624
FDC09,OUT035,1647.2618881967649
FDF50,OUT018,3022.473602164998
FDG28,OUT035,4038.9094573412112
NCE19,OUT017,876.5053124617622
NCM53,OUT010,249.33842243242157
NCN18,OUT049,1723.5848765268177
FDF32,OUT035,3122.68172665104
FDF11,OUT013,3950.6483881242075
DRI59,OUT049,3811.095730419661
NCG54,OUT035,2781.550989865265
FDM44,OUT046,1637.9292511057552
FDT57,OUT018,3610.416373703042
FDV24,OUT046,2451.5199457749914
FDI50,OUT019,570.1055496329077
FDS09,OUT035,772.4314241674375
NCC31,OUT027,4094.433513373517
FDQ07,OUT019,571.0868431745076
FDC22,OUT017,3124.64518262934
FDZ56,OUT046,2771.5429776132496
FDZ40,OUT019,131.48026469528463
FDS46,OUT027,2948.4692855146145
DRD24,OUT045,2051.9043113338557
FDV45,OUT017,3075.947297503704
FDL26,OUT045,2537.7824346016932
FDA56,OUT018,1994.136841992727
FDN27,OUT046,1977.380755863761
FDM20,OUT049,3983.042723900117
FDO16,OUT017,1332.7598748279427
FDL03,OUT035,3007.136669530939
FDE58,OUT046,1960.115391762453
FDI02,OUT027,2937.0729175771
NCC55,OUT019,131.48026469528463
FDR03,OUT018,3216.8508881113057
FDB14,OUT017,1452.598990461822
FDR45,OUT013,3965.538117575072
NCN07,OUT017,2037.771532590441
FDM51,OUT019,248.2464312590945
FDT52,OUT027,5840.855117928703
FDL26,OUT046,2515.187953421358
NCZ42,OUT046,3922.2914548571807
DRI47,OUT019,367.5185074511071
FDW40,OUT013,2065.416805975277
FDN34,OUT046,2774.676186661831
FDS01,OUT035,2914.8685410481685
NCG55,OUT045,1930.8375272730034
FDC11,OUT035,1359.576452413472
FDX35,OUT018,3510.926474910326
NCB06,OUT046,2600.3642353803953
FDR09,OUT019,569.8474371993663
FDC53,OUT017,1540.6690510371109
FDY45,OUT013,4116.922978710889
FDA22,OUT010,385.74278064060695
FDE02,OUT035,1521.5673763241407
FDW21,OUT045,1634.5398848256216
FDV34,OUT046,1184.1410222528261
FDS59,OUT049,1653.5382806453301
NCW17,OUT017,2053.7299110729987
NCK54,OUT046,1972.220224467795
FDG17,OUT019,570.1055496329077
FDG35,OUT017,2857.0653171843915
FDD08,OUT010,131.48026469528463
NCO07,OUT017,3648.5651794693217
FDJ10,OUT010,278.5499922263676
FDW36,OUT017,1645.5469163625075
FDW21,OUT010,238.87524627739643
FDY19,OUT017,1934.0663429646481
DRE03,OUT013,832.5643820064438
NCC55,OUT049,643.904005461136
FDH52,OUT010,134.42894166445544
FDO09,OUT017,4069.6283301024378
FDU43,OUT045,3975.7173970043136
FDX09,OUT010,419.7725137492804
FDH40,OUT019,198.63893685256036
FDW58,OUT017,1645.1352844713101
FDC47,OUT017,3742.5370167624515
NCR41,OUT035,1501.4630197339088
DRG49,OUT035,3920.2636800753125
FDC52,OUT027,4063.683887154253
FDY13,OUT046,1190.6141334644383
FDY35,OUT013,722.7093414527444
FDI35,OUT017,3105.7933586344357
NCU18,OUT049,2075.3030842799767
FDY33,OUT018,2508.297204108316
FDC15,OUT027,4183.791076772719
FDU01,OUT049,3063.903147139011
NCU42,OUT046,2778.10610564999
NCV29,OUT018,2827.113848881991
NCY30,OUT017,3037.788738972379
FDQ46,OUT049,1738.741450294029
FDG58,OUT027,4094.433513373517
FDK33,OUT017,3627.884820072786
NCD07,OUT045,1908.9946912923142
NCX29,OUT027,3996.8140150786676
NCT42,OUT013,2425.9700651423113
DRN59,OUT035,751.6364477577474
FDI44,OUT035,1281.829184360341
FDA45,OUT049,2843.4597270081636
FDP31,OUT045,1061.4491990158322
FDY01,OUT046,1949.9068905124875
FDT09,OUT018,2027.300375820669
DRH03,OUT027,2825.7214225613075
FDA36,OUT018,3022.611886615416
NCF31,OUT017,2472.1905529390324
FDG14,OUT049,2468.5066503392004
FDG28,OUT027,5842.266578929624
FDU14,OUT049,4088.8129752317864
FDY47,OUT019,285.81788849557233
FDI56,OUT049,1382.344626910401
DRD01,OUT013,1032.3674567305584
FDM22,OUT046,968.8433107518622
FDH33,OUT013,714.0020027905272
DRZ24,OUT013,1944.825170669429
NCQ38,OUT046,1648.5364193903342
FDO16,OUT027,2359.642755815945
FDU07,OUT027,4038.270942539758
NCB07,OUT013,2991.4135029932695
FDU48,OUT045,2016.2365031995444
NCM43,OUT045,2666.008391815551
FDR31,OUT010,364.621710474502
DRK49,OUT018,610.6222823222337
NCI30,OUT010,572.1516108226446
DRD60,OUT017,3054.4719834254233
NCG19,OUT046,3786.67462062534
FDH12,OUT035,1645.5469163625075
FDM32,OUT035,1443.7613022051266
FDM27,OUT035,2555.766732438502
NCU53,OUT027,4254.9608437758325
NCQ18,OUT046,1572.5003797419745
FDS10,OUT013,2905.642665094098
FDB33,OUT027,4183.791076772719
FDI12,OUT013,1422.461703121282
NCW42,OUT013,3665.9195517560856
NCC06,OUT018,2004.8150883528049
FDW02,OUT017,2014.3990882406658
NCD43,OUT017,1646.6655945015702
FDM57,OUT018,1338.2841136223228
FDA58,OUT017,3882.999005005861
FDK56,OUT046,3136.7858393869415
FDP52,OUT045,3870.235172529483
FDW20,OUT018,2006.204635905059
FDS52,OUT049,1610.9008820951633
NCT29,OUT018,1942.4828983997204
NCL54,OUT013,2867.357803441491
FDC05,OUT045,3084.6505323820993
FDF34,OUT035,3077.582579543302
FDP03,OUT027,2995.0192979219228
FDD32,OUT010,192.99851500083244
FDZ10,OUT045,2022.6559249129648
FDZ40,OUT035,871.1209137330559
FDD51,OUT018,619.1321575792812
NCY30,OUT019,427.9286301765526
FDP58,OUT017,3713.5196764205007
FDV49,OUT017,4181.275634072251
FDY24,OUT019,131.48026469528463
NCO55,OUT017,1649.1926226408552
FDR13,OUT017,1928.2741602192136
FDS51,OUT017,997.35429295164
FDP26,OUT045,1644.9043397839225
NCB54,OUT027,3003.694785356338
FDF32,OUT017,3067.8824563292274
FDN31,OUT018,3032.3825374021344
DRM48,OUT017,592.8068458119847
FDN20,OUT049,2761.973234750865
DRL01,OUT046,3771.388025746878
FDV56,OUT049,1645.6331586785059
DRH13,OUT027,2886.3662647683745
FDA03,OUT017,2511.760251778859
FDF47,OUT027,5840.445008966415
FDX32,OUT046,2518.983325130929
FDX57,OUT049,1535.5129058545574
NCA30,OUT045,3016.8368700291608
FDO49,OUT013,835.649757997775
FDL04,OUT019,249.60972363445487
DRM48,OUT035,599.1996376077217
FDR16,OUT013,3583.880442046184
NCC19,OUT018,3038.24948671515
NCE42,OUT045,3980.7574458298395
FDY24,OUT017,872.7851108721666
FDH19,OUT049,2841.7470042638465
FDJ46,OUT013,2832.2528348571955
FDN45,OUT010,570.0069260959713
FDY08,OUT035,2017.2987704299385
FDZ37,OUT035,1362.961896810636
NCT30,OUT045,763.05654945109
DRY23,OUT018,614.5169327349794
NCZ30,OUT018,1991.8052377724123
FDC44,OUT018,1862.955028566967
FDB45,OUT035,1645.1352844713101
FDY04,OUT013,2578.5908269237166
FDM27,OUT046,2588.0006593131234
FDZ43,OUT017,3939.4573699848856
FDT39,OUT019,370.1507273898014
NCC06,OUT019,281.7017806676015
FDL15,OUT027,4094.433513373517
FDL57,OUT017,4106.48374732126
FDU08,OUT046,1560.6696719861234
FDK40,OUT017,4209.446421797527
FDQ12,OUT010,568.8467790212386
FDS48,OUT017,2506.4185697833477
FDP09,OUT045,3622.5198647925504
FDW21,OUT049,1566.7148727915107
FDY25,OUT035,3069.238753986272
DRE13,OUT017,1357.7675469601381
FDV43,OUT019,131.48026469528463
FDD22,OUT045,1741.444189782183
FDM46,OUT019,233.110460942243
NCO30,OUT010,478.6473908405387
FDM25,OUT046,2859.9520958618723
NCN41,OUT049,2030.7486390010197
FDU24,OUT045,1458.882165000143
FDZ50,OUT046,3144.0006204434235
FDP45,OUT013,4017.0461631567673
NCM54,OUT045,2017.1103060855019
FDW10,OUT019,417.5220308415118
FDP20,OUT017,2019.2007130639
FDK32,OUT046,2515.8559573577404
FDN52,OUT049,1367.8373225092312
FDM58,OUT045,1727.954661505386
FDZ46,OUT027,2931.033254513786
NCA18,OUT018,1869.1465560510849
FDD35,OUT046,2081.419718989818
NCK31,OUT035,759.3301190874212
FDI40,OUT027,2847.5466938008813
FDT50,OUT019,239.08354999177692
NCT06,OUT046,2632.767090041382
FDT31,OUT035,3009.021569758169
FDT45,OUT049,867.7565432499728
FDT13,OUT045,3099.246688477365
FDO50,OUT045,1384.4192614956853
NCU18,OUT010,277.3925565088437
NCR54,OUT049,3097.097775092958
NCO18,OUT018,2820.6202405175663
FDU09,OUT045,876.6033770170243
FDT13,OUT018,3019.0981184958287
FDE09,OUT046,1762.5690596514455
NCK53,OUT019,248.2464312590945
FDG45,OUT049,3597.0543940505677
DRH15,OUT035,662.9874564370937
FDO21,OUT019,570.1055496329077
FDD14,OUT027,5176.968028820531
FDC09,OUT046,1648.6470663958846
FDH45,OUT027,1010.2119526620031
FDV32,OUT046,1127.8011659090987
FDG12,OUT035,1989.2015553655742
FDS32,OUT013,2064.3632910077245
NCL55,OUT018,3787.9537949445717
DRE01,OUT035,3864.434936982057
DRE15,OUT049,1276.817153570321
NCL42,OUT045,3963.8522311049687
FDP31,OUT013,1228.6548729757017
FDN33,OUT018,1440.8305415733173
FDZ59,OUT046,2569.0008585312053
FDE45,OUT010,427.0468738151978
FDJ07,OUT013,1987.1305405494763
FDQ45,OUT018,3035.5111679855995
FDM33,OUT027,5840.445008966415
FDO15,OUT010,147.79149737942697
FDM46,OUT013,1467.5513490864078
FDR03,OUT045,3428.813750507872
FDY49,OUT018,2629.882755193419
FDQ60,OUT045,1943.1023681518363
FDW10,OUT049,2844.7914452067193
FDO51,OUT049,679.2886360118002
FDJ40,OUT018,1633.5019187065666
FDS20,OUT018,3050.536252208382
FDU45,OUT013,1814.1394960887753
FDV02,OUT035,2769.524542476926
FDN09,OUT046,3998.789241704681
NCM55,OUT027,5176.968028820531
FDN23,OUT018,2381.621324668768
FDY31,OUT010,367.79623343656016
FDW03,OUT010,240.3340404766241
FDD14,OUT046,3052.574948366422
FDV23,OUT017,2009.0980292627814
DRI03,OUT045,2851.6078304580924
FDN13,OUT035,1570.3910926081246
FDF45,OUT027,1328.661702184326
FDU46,OUT035,1362.8857050334755
FDB57,OUT049,3702.743399810075
FDV12,OUT049,1568.9095696742108
FDQ58,OUT013,2423.0937353099353
NCA18,OUT017,1906.30083327867
FDH52,OUT049,991.4948112839149
FDM24,OUT018,2381.4771241138037
NCP43,OUT027,4863.565629101607
NCO18,OUT019,425.17146436044675
FDM32,OUT017,1398.4550859259425
NCL07,OUT017,598.5483422761131
FDK03,OUT013,4041.3318863539625
FDP59,OUT017,1646.039157104181
FDQ24,OUT049,4038.4053906414447
FDQ16,OUT018,1633.711863891604
FDU44,OUT013,2552.025556599513
FDH28,OUT010,131.48026469528463
FDV28,OUT019,131.48026469528463
FDM22,OUT045,870.8289175988859
FDR56,OUT046,3096.1762477403495
FDV39,OUT049,3107.6613825347094
FDU37,OUT019,168.94695046891502
FDQ11,OUT010,570.8570599897977
FDX02,OUT045,3787.9695231937
NCS42,OUT018,1435.0129252372021
FDY57,OUT027,2825.7214225613075
FDB21,OUT049,3864.6786422496243
FDE28,OUT017,3866.38418319063
FDQ55,OUT017,1943.3675153666682
FDA48,OUT049,3677.1907406981964
FDZ19,OUT045,2846.0825425429966
NCC43,OUT045,3977.922702790521
NCV18,OUT046,1351.2298714912022
NCA42,OUT018,2471.6080010257133
FDY45,OUT046,4168.946393928847
NCC30,OUT045,2947.4008047161105
FDM57,OUT013,1420.938620137998
FDL09,OUT010,386.78202869889145
FDB09,OUT027,2994.403380247872
FDT44,OUT035,1952.4426038903982
NCT06,OUT027,4251.308390953705
FDX26,OUT049,3134.9470208445855
FDK32,OUT013,2484.713754836437
DRA12,OUT046,2125.2894968201276
FDO46,OUT010,496.5770443071823
FDE52,OUT013,1421.0995675642494
NCH42,OUT045,3827.081648628016
FDV08,OUT035,620.7571177209117
FDB47,OUT018,3374.2470478949
FDC28,OUT010,258.6067827889497
FDD22,OUT046,1937.3555799302362
FDS07,OUT027,2938.700091352326
DRI13,OUT045,3691.094442939185
FDG32,OUT018,3458.3382622866
FDU14,OUT017,4117.440126284829
FDD28,OUT019,131.6230071893593
NCP41,OUT017,1657.6478878716082
FDS08,OUT049,2868.3272356367706
FDX47,OUT045,2543.1073395839694
FDC53,OUT019,245.7922726276557
FDQ19,OUT035,4038.157748500395
FDL14,OUT045,2490.1583840490944
FDM33,OUT019,569.2554157390813
FDA51,OUT045,1899.519707004897
FDZ27,OUT018,754.2171509877522
FDT04,OUT046,655.185367103086
DRC13,OUT049,2054.166286107999
FDR16,OUT027,5840.445008966415
FDQ03,OUT027,5840.445008966415
FDE38,OUT035,2703.0909081284126
DRH23,OUT027,1273.560182655646
FDT11,OUT019,498.13863222062673
FDD09,OUT035,3003.108702369371
FDR40,OUT045,1332.8210200235396
FDX07,OUT017,3042.555028325037
FDR07,OUT035,1541.466148529615
FDA51,OUT017,1898.8002117942324
FDT59,OUT019,568.6615569126101
FDF20,OUT017,3080.628777407933
FDR13,OUT045,1914.729131284618
FDY26,OUT049,3621.151050766279
FDW04,OUT017,2018.3988160778129
FDK52,OUT017,3849.5432814190444
FDN60,OUT049,2563.7118783674196
FDM09,OUT019,410.54831067579124
FDP46,OUT049,1364.175054973676
FDB50,OUT019,168.94695046891502
NCQ29,OUT049,4014.022997344054
FDP16,OUT027,5840.855117928703
FDX33,OUT018,2481.795753439366
FDP07,OUT010,509.7695043077904
FDN22,OUT046,3985.0870553351374
FDF39,OUT049,4124.795805860926
FDS21,OUT017,973.487062601013
NCM42,OUT013,1650.2057104889175
FDK50,OUT019,384.8197199354841
DRF13,OUT027,4031.047874061589
FDH35,OUT018,2513.6541814812736
FDP60,OUT018,1550.7346721049867
DRJ49,OUT027,3003.694785356338
NCT42,OUT019,368.01919980935486
FDE38,OUT049,2689.882632983296
FDI04,OUT049,3125.5617832697376
NCH54,OUT045,2602.175696105435
FDT56,OUT049,910.216717747219
DRD15,OUT018,3528.7727382153225
FDV58,OUT013,3013.0005853063844
FDP21,OUT049,3140.7887949570313
FDH05,OUT013,3719.6543839849387
FDR10,OUT027,4236.301086003875
NCP06,OUT045,2526.4388140673886
FDF33,OUT049,1642.2861465720687
DRK37,OUT013,3098.030762437804
DRH49,OUT045,1328.2829239802488
FDT58,OUT013,2646.093816962082
FDD41,OUT018,1630.3544237943727
FDP40,OUT018,1691.8185687230816
FDM51,OUT027,2851.237611743234
FDO45,OUT010,197.75227145359713
FDW33,OUT010,240.40723427721215
FDY24,OUT045,874.3347551454306
FDB10,OUT010,568.8042201860599
FDM40,OUT035,2054.5768404422324
NCI06,OUT017,3059.64625633382
FDW12,OUT019,341.21856551382075
FDX48,OUT027,4097.688769345784
NCW05,OUT027,2885.7503470943234
FDX27,OUT017,1520.407262868734
DRM37,OUT045,3093.338614806713
FDA38,OUT045,3919.3922714589967
FDR36,OUT046,653.98395800603
FDZ45,OUT046,3139.9854159860697
FDG05,OUT017,2545.8684906576036
FDK28,OUT013,4183.810906831
FDV47,OUT045,1354.0021157355127
FDN21,OUT045,2601.327775217037
FDP20,OUT027,2996.334527646743
FDI35,OUT045,3098.049474035789
DRY23,OUT013,717.7608471286252
FDA56,OUT017,2031.5333856297743
FDB09,OUT013,2005.8917989987763
NCO26,OUT027,2949.0852031886648
FDQ49,OUT018,2468.3274951993994
FDI52,OUT027,2992.5785935961553
FDZ44,OUT027,2949.0852031886648
FDZ09,OUT018,2523.075278672646
FDY03,OUT049,1925.1116332993902
NCG42,OUT017,2038.1712719605619
DRI13,OUT027,5842.266578929624
FDQ32,OUT013,2031.3631730779446
FDW16,OUT035,1386.4421320767524
FDU27,OUT046,793.4872484675134
FDR28,OUT010,385.668645878273
FDQ49,OUT010,382.18285935078364
FDS37,OUT046,1958.5826365492633
FDW26,OUT018,3425.9469393999093
FDX12,OUT018,3709.6217298917113
NCP06,OUT013,2471.843068563786
FDW45,OUT010,366.73142775373657
NCN30,OUT049,1498.8321065357432
FDN24,OUT049,869.4962933969092
NCL41,OUT027,997.7744947073226
FDR02,OUT019,259.10401292742813
FDD09,OUT010,444.80541784981267
FDS33,OUT010,198.3737332591607
FDU22,OUT045,1984.947520917029
FDI53,OUT013,2514.6220774968347
DRH01,OUT049,2850.3729841483296
FDX32,OUT013,2096.6114429719646
NCP30,OUT018,608.4643472594149
FDB60,OUT045,3072.9867769461957
FDB14,OUT049,1454.0926931175427
NCP02,OUT035,877.6035588193241
FDJ10,OUT017,2021.340295632343
FDG34,OUT046,1728.0733845788232
NCB18,OUT017,1364.6183700910367
FDM16,OUT049,1124.2119572103497
FDW25,OUT018,1339.4790713366956
FDB35,OUT010,223.4320147866575
DRN11,OUT013,2113.8928456733142
FDF41,OUT019,569.0517392950667
FDH16,OUT045,1370.1095426006887
NCQ50,OUT018,3408.4272100922426
DRH23,OUT018,896.3445275904187
DRJ37,OUT013,2427.447475360036
DRJ24,OUT027,5176.968028820531
FDY16,OUT035,3056.4528355167686
FDQ27,OUT045,1649.32354686946
FDZ33,OUT045,2480.8668788957257
FDF29,OUT045,2068.006237778291
FDA08,OUT049,2589.345960468525
FDG31,OUT046,1120.9707185833438
FDE34,OUT019,462.80275205425534
NCR30,OUT027,1469.6015364294028
FDV33,OUT035,4156.063768407537
DRZ24,OUT018,1939.8597567996972
NCL54,OUT035,2854.985024286794
FDR12,OUT049,2885.2679621885054
NCC54,OUT046,3780.2764392117797
DRN59,OUT013,827.401815821436
FDX50,OUT019,259.97026334769924
FDV31,OUT027,4807.230580471948
NCA29,OUT027,4380.760214390127
FDW60,OUT049,2925.6069516212447
FDX08,OUT017,3109.5429485410837
DRD49,OUT013,3749.6952925412784
FDD33,OUT046,3813.5294667906364
FDW35,OUT013,714.3295948168409
FDJ36,OUT017,1647.2439133520134
FDV51,OUT035,2688.4177299514595
FDW36,OUT046,1648.040052271369
FDH35,OUT046,2597.0182360698013
NCS30,OUT027,3003.694785356338
FDN49,OUT017,606.2774710038447
FDL08,OUT018,3702.940248353172
FDI09,OUT013,3852.689092722339
FDP19,OUT018,1984.9127403847692
FDU21,OUT010,131.48026469528463
NCP41,OUT045,1648.780990749658
FDY10,OUT013,1833.3145468181074
FDP12,OUT018,588.4107717747287
NCN26,OUT049,1963.18716355844
FDK44,OUT013,2825.9455565156572
FDC28,OUT049,1651.1987070772395
FDJ41,OUT027,5840.855117928703
NCT29,OUT035,1998.9575699635734
NCH42,OUT019,570.6975710931928
FDU60,OUT018,2593.5406265605275
FDS02,OUT045,3101.5079384247456
FDC51,OUT046,2082.0594745772673
FDU03,OUT013,3037.0390232011864
FDX39,OUT045,3664.3826930621767
NCY05,OUT010,131.48026469528463
NCL06,OUT027,5839.033547965494
FDD32,OUT035,1283.7743919213883
NCN41,OUT045,1993.0837437530897
NCX53,OUT049,2130.6205917523957
FDU57,OUT019,368.4125398250362
FDQ23,OUT046,1647.6848427622836
FDQ52,OUT045,4007.0245742020284
FDC14,OUT045,627.0679275471094
FDY09,OUT035,2898.868865311104
FDQ28,OUT045,2555.440035608884
FDV25,OUT046,3770.186746239511
FDJ07,OUT035,1949.7081832864008
DRB25,OUT049,1642.9107483059022
FDK52,OUT019,569.2554157390813
FDY52,OUT027,1403.5132805791854
FDB28,OUT046,3109.620005950286
FDT36,OUT035,596.5656361770009
FDV25,OUT017,3852.0778270761634
NCN07,OUT027,3003.078867682287
FDC57,OUT017,3023.150065574207
FDQ03,OUT018,3610.3713330203896
FDU23,OUT017,2706.113494998892
NCX41,OUT035,3658.531688628358
NCD06,OUT035,758.2479718028274
FDW08,OUT045,1646.5284807644484
NCU29,OUT017,2464.8443574000617
NCE06,OUT013,2504.1173305924476
FDV52,OUT010,270.0331451204783
FDB02,OUT017,2909.8895396740036
NCR18,OUT045,636.0775919443097
FDK16,OUT049,1496.6020723399256
NCQ29,OUT010,571.0367348946146
FDZ01,OUT019,247.08237120242805
FDW27,OUT035,2545.073695984233
FDD17,OUT018,3609.3662332412373
FDW39,OUT013,2872.955132979161
DRH59,OUT045,1099.6435097453298
FDS52,OUT013,1638.292589063601
FDU40,OUT027,5768.297664858041
NCF54,OUT013,2818.102567695257
FDH46,OUT045,1648.8379001798155
NCP14,OUT049,1643.3947491580336
FDH50,OUT049,3160.6355085503724
DRF15,OUT010,372.44814679456726
FDV27,OUT027,2565.217833370998
NCJ06,OUT049,2031.4920389527927
FDN02,OUT018,3193.949303281596
FDQ51,OUT049,775.4093537097672
FDQ07,OUT017,3745.1006539497753
FDS45,OUT049,1645.1677892119158
NCJ06,OUT045,2004.3256786980603
FDD36,OUT035,1958.729922687079
FDY25,OUT045,3116.792240150797
FDU52,OUT046,2463.832000347226
DRK47,OUT017,3834.5447786585796
NCL30,OUT017,2019.6779742418166
FDN22,OUT035,4015.780564344315
NCF30,OUT027,2996.334527646743
FDK03,OUT035,4114.151452423334
FDT45,OUT017,875.0670288786798
NCC54,OUT027,5839.033547965494
FDP08,OUT018,2927.6704550550944
